id_orgao_cluster;tipo_justica;Atuacao_Vara;Cluster_Novo;Desc_Cluster;Porte_Municipio;Porte_Tribunal;Classificacao_Acervo_2;Classificacao_PIB_per_capita;codtribunal;cod_orgao_julg;Classificacao_cluster;Desc_Cluster_com_duracao
69;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;17178;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1962 dias
70;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJBA;17180;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 127 dias
71;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJBA;17185;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 140 dias
72;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;17189;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 2479 dias
73;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;4139;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 203 dias
74;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJBA;4564;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 117 dias
75;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJBA;5216;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 2080 dias
76;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJBA;5272;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 984 dias
77;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJBA;6486;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 1791 dias
78;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;49969;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 122 dias
79;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;49974;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 122 dias
80;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;49982;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 119 dias
81;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJBA;17072;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 139 dias
82;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJBA;17073;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 144 dias
83;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;17092;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 146 dias
84;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;17094;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 137 dias
85;Estadual;Civel;Cluster 8;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;MÉDIO;Acervo Médio;Municipio com médio PIB per capita;TJBA;17096;7;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 129 dias
86;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;17129;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 131 dias
87;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;17130;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 132 dias
88;Estadual;Civel;Cluster 3;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Médio;Municipio com alto PIB per capita;TJBA;17219;2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 143 dias
89;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;17873;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 121 dias
90;Estadual;Civel;Cluster 2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;MÉDIO;Acervo Grande;Municipio com alto PIB per capita;TJBA;18544;1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte médio em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 131 dias
