"codmunicipio","porte","pib","pib_percapita","pop_estimada","reg_metropolitana","desc_pibpercapita"
1701309,"Pequeno porte",38742546875,697435986328,5882,"N","Municipio com médio PIB per capita"
1701903,"Pequeno porte",38038546875,680352978516,6317,"N","Municipio com médio PIB per capita"
1702000,"Pequeno porte",1069347265625,1159183984375,8786,"S","Municipio com médio PIB per capita"
1702109,"Grande porte",1582446875,132270703125,150484,"N","Municipio com médio PIB per capita"
1702158,"Pequeno porte",37887359375,721939013672,5030,"N","Municipio com médio PIB per capita"
1702208,"Médio porte",152885484375,571085986328,31329,"N","Municipio com médio PIB per capita"
1702307,"Pequeno porte",624682578125,888721972656,6742,"N","Municipio com médio PIB per capita"
1702406,"Pequeno porte",13979821875,1281025,10645,"N","Municipio com médio PIB per capita"
1702554,"Pequeno porte",88066859375,569312011719,15950,"N","Municipio com médio PIB per capita"
1702703,"Pequeno porte",2620336132812,743779980469,3446,"N","Municipio com médio PIB per capita"
1702901,"Pequeno porte",470015859375,510720019531,9275,"N","Municipio com médio PIB per capita"
1703008,"Pequeno porte",932429921875,87159296875,10424,"N","Municipio com médio PIB per capita"
1703057,"Pequeno porte",494906015625,17631140625,3122,"N","Municipio com alto PIB per capita"
1703073,"Pequeno porte",26856734375,727627978516,4123,"N","Municipio com médio PIB per capita"
1703107,"Pequeno porte",363133671875,682325976562,5349,"S","Municipio com médio PIB per capita"
1703206,"Pequeno porte",50220328125,1079311035156,4456,"N","Municipio com médio PIB per capita"
1703305,"Pequeno porte",3581633203125,1261583007812,3768,"N","Municipio com médio PIB per capita"
1703602,"Pequeno porte",2667576757812,1208141992188,2064,"N","Municipio com médio PIB per capita"
1703701,"Pequeno porte",5734506640625,1041500976562,5185,"S","Municipio com médio PIB per capita"
1703800,"Pequeno porte",396919453125,469504980469,9768,"N","Municipio com médio PIB per capita"
1703826,"Pequeno porte",1205481054688,534581005859,2148,"N","Municipio com médio PIB per capita"
1703842,"Pequeno porte",226778234375,2807008984375,8139,"N","Municipio com alto PIB per capita"
1703867,"Pequeno porte",589132734375,1576063964844,3756,"S","Municipio com alto PIB per capita"
1703883,"Pequeno porte",2435618554688,1006454003906,2316,"N","Municipio com médio PIB per capita"
1703891,"Pequeno porte",1736393945312,506533007812,3688,"N","Municipio com médio PIB per capita"
1703909,"Pequeno porte",350863125,712122998047,4601,"N","Municipio com médio PIB per capita"
1704105,"Pequeno porte",1793332617188,721662988281,2566,"N","Municipio com médio PIB per capita"
1704600,"Pequeno porte",1132253808594,889437011719,1335,"N","Municipio com médio PIB per capita"
1705102,"Pequeno porte",329229375,85736796875,3277,"N","Municipio com médio PIB per capita"
1705508,"Médio porte",243218171875,793120019531,30838,"N","Municipio com médio PIB per capita"
1705557,"Pequeno porte",353228828125,696704003906,4669,"N","Municipio com médio PIB per capita"
1705607,"Pequeno porte",2515391992188,553929003906,4182,"N","Municipio com médio PIB per capita"
1706001,"Pequeno porte",37384703125,732745996094,5009,"N","Municipio com médio PIB per capita"
1706100,"Pequeno porte",6087233984375,918412011719,7234,"N","Municipio com médio PIB per capita"
1706258,"Pequeno porte",203611640625,1579608984375,1564,"S","Municipio com alto PIB per capita"
1706506,"Pequeno porte",4419553515625,820258984375,5273,"N","Municipio com médio PIB per capita"
1707009,"Pequeno porte",217774359375,1115419042969,19112,"N","Municipio com médio PIB per capita"
1707108,"Pequeno porte",492897421875,744220996094,6363,"N","Municipio com médio PIB per capita"
1707207,"Pequeno porte",572895703125,789764990234,7161,"N","Municipio com médio PIB per capita"
1707306,"Pequeno porte",696543359375,1508323046875,4592,"S","Municipio com alto PIB per capita"
1707405,"Pequeno porte",394198515625,466783007812,9476,"N","Municipio com médio PIB per capita"
1707553,"Pequeno porte",3389598046875,822119042969,3805,"S","Municipio com médio PIB per capita"
1707652,"Pequeno porte",65767046875,134685703125,5340,"S","Municipio com alto PIB per capita"
1707702,"Pequeno porte",5833425390625,731189013672,8505,"N","Municipio com médio PIB per capita"
1708205,"Pequeno porte",25194496875,134593203125,18427,"S","Municipio com alto PIB per capita"
1708254,"Pequeno porte",679031875,3159758007812,2419,"N","Municipio com alto PIB per capita"
1708304,"Pequeno porte",4072005078125,750462011719,4956,"N","Municipio com médio PIB per capita"
1709005,"Pequeno porte",83094609375,688552978516,12064,"N","Municipio com médio PIB per capita"
1709302,"Pequeno porte",2863964375,1271178027344,23200,"N","Municipio com médio PIB per capita"
1709500,"Médio porte",934583625,1256887011719,76755,"S","Municipio com médio PIB per capita"
1709807,"Pequeno porte",1966549023438,108469296875,1639,"S","Municipio com médio PIB per capita"
1710508,"Pequeno porte",4922561328125,753375976562,7104,"N","Municipio com médio PIB per capita"
1710706,"Pequeno porte",3193155273438,512874023438,6029,"N","Municipio com médio PIB per capita"
1710904,"Pequeno porte",3791955078125,1070266992188,3532,"N","Municipio com médio PIB per capita"
1711100,"Pequeno porte",312610703125,997162988281,2445,"N","Municipio com médio PIB per capita"
1711506,"Pequeno porte",3186946289062,800137011719,3507,"S","Municipio com médio PIB per capita"
1711803,"Pequeno porte",1642897851562,751897998047,2231,"N","Municipio com médio PIB per capita"
1711902,"Pequeno porte",2635274375,3025225976562,10210,"S","Municipio com alto PIB per capita"
1711951,"Pequeno porte",1772550390625,528804003906,3525,"N","Municipio com médio PIB per capita"
1712009,"Pequeno porte",205017421875,930205957031,2773,"S","Municipio com médio PIB per capita"
1712157,"Pequeno porte",1212601464844,7205,1605,"N","Municipio com médio PIB per capita"
1712405,"Pequeno porte",1739815234375,466564013672,3725,"N","Municipio com médio PIB per capita"
1712454,"Pequeno porte",1667063671875,563387011719,2622,"N","Municipio com médio PIB per capita"
1712504,"Pequeno porte",41466171875,874259960938,4352,"N","Municipio com médio PIB per capita"
1712702,"Pequeno porte",9255496875,51362359375,2223,"N","Municipio com alto PIB per capita"
1712801,"Pequeno porte",1758052539062,529214990234,3154,"N","Municipio com médio PIB per capita"
1713205,"Pequeno porte",5609435625,2841659960938,20684,"S","Municipio com alto PIB per capita"
1713304,"Pequeno porte",903627265625,738800976562,12623,"S","Municipio com médio PIB per capita"
1713601,"Pequeno porte",8832765625,1313812988281,6716,"S","Municipio com médio PIB per capita"
1713700,"Pequeno porte",1788196875,934271972656,2085,"N","Municipio com médio PIB per capita"
1713809,"Pequeno porte",3254487109375,696445019531,5740,"N","Municipio com médio PIB per capita"
1713957,"Pequeno porte",2954020507812,998654980469,3152,"N","Municipio com médio PIB per capita"
1714203,"Pequeno porte",6329333984375,673620019531,9000,"N","Municipio com médio PIB per capita"
1714302,"Pequeno porte",2398679882812,521906005859,4386,"N","Municipio com médio PIB per capita"
1714880,"Pequeno porte",123399109375,112446796875,10686,"N","Municipio com médio PIB per capita"
1715002,"Pequeno porte",2291480664062,579241992188,3770,"N","Municipio com médio PIB per capita"
1715101,"Pequeno porte",216031328125,546914990234,3762,"N","Municipio com médio PIB per capita"
1715150,"Pequeno porte",1406619335938,780587988281,2286,"N","Municipio com médio PIB per capita"
1715259,"Pequeno porte",2113414648438,836995996094,2457,"N","Municipio com médio PIB per capita"
1715507,"Pequeno porte",1159194921875,1026745019531,1037,"S","Municipio com médio PIB per capita"
1715705,"Pequeno porte",6896503125,1390704003906,4954,"N","Municipio com alto PIB per capita"
1715754,"Pequeno porte",6341548046875,746766992188,7339,"S","Municipio com médio PIB per capita"
1716109,"Médio porte",497135375,1183233007812,44417,"S","Municipio com médio PIB per capita"
1716208,"Pequeno porte",635216015625,586858984375,10338,"N","Municipio com médio PIB per capita"
1716307,"Pequeno porte",361738828125,728724023438,4588,"N","Municipio com médio PIB per capita"
1716505,"Pequeno porte",21972021875,20423890625,11539,"N","Municipio com alto PIB per capita"
1716604,"Pequeno porte",27838628125,308700703125,10384,"S","Municipio com alto PIB per capita"
1716653,"Pequeno porte",39278328125,790149023438,5054,"N","Municipio com médio PIB per capita"
1716703,"Pequeno porte",721665078125,805339990234,8611,"N","Municipio com médio PIB per capita"
1717008,"Pequeno porte",2899730273438,644383984375,4506,"N","Municipio com médio PIB per capita"
1717206,"Pequeno porte",3079462890625,984798046875,2920,"N","Municipio com médio PIB per capita"
1717503,"Pequeno porte",769910546875,1148949023438,6694,"N","Municipio com médio PIB per capita"
1717800,"Pequeno porte",2567944921875,550589013672,4544,"N","Municipio com médio PIB per capita"
1717909,"Pequeno porte",46223703125,677966015625,7180,"N","Municipio com médio PIB per capita"
1718006,"Pequeno porte",1587850195312,534989990234,2796,"N","Municipio com médio PIB per capita"
1718204,"Médio porte",4873939375,1043179003906,49146,"S","Municipio com médio PIB per capita"
1718303,"Pequeno porte",3172990039062,434062011719,7659,"N","Municipio com baixo PIB per capita"
1718402,"Pequeno porte",5659468359375,1495630957031,3681,"N","Municipio com alto PIB per capita"
1718451,"Pequeno porte",3235792773438,1436853027344,2369,"S","Municipio com alto PIB per capita"
1718501,"Pequeno porte",2240510351562,583618017578,3768,"N","Municipio com médio PIB per capita"
1718550,"Pequeno porte",2291219140625,601685986328,4191,"N","Municipio com médio PIB per capita"
1718659,"Pequeno porte",1300980957031,850313964844,1714,"N","Municipio com médio PIB per capita"
1718709,"Pequeno porte",296702109375,1389054980469,2570,"N","Municipio com alto PIB per capita"
1718758,"Pequeno porte",3259395703125,512000976562,6254,"N","Municipio com médio PIB per capita"
1718808,"Pequeno porte",2615870898438,673152978516,3864,"N","Municipio com médio PIB per capita"
1718840,"Pequeno porte",3860035546875,1083670996094,3326,"S","Municipio com médio PIB per capita"
1718865,"Pequeno porte",596095390625,1028637011719,6599,"N","Municipio com médio PIB per capita"
1718881,"Pequeno porte",2015246484375,717935986328,2894,"N","Municipio com médio PIB per capita"
1718899,"Pequeno porte",327515625,1377853027344,2128,"N","Municipio com alto PIB per capita"
1718907,"Pequeno porte",4918037890625,1077336035156,4568,"N","Municipio com médio PIB per capita"
1719004,"Pequeno porte",1673883203125,700370019531,2523,"N","Municipio com médio PIB per capita"
1720002,"Pequeno porte",1438921777344,614135986328,2474,"N","Municipio com médio PIB per capita"
1720101,"Pequeno porte",212795,456054003906,4608,"N","Municipio com médio PIB per capita"
1720150,"Pequeno porte",838724511719,571337988281,1437,"N","Municipio com médio PIB per capita"
1720200,"Pequeno porte",4292714453125,399806005859,10481,"N","Municipio com baixo PIB per capita"
1720259,"Pequeno porte",8919090625,2844098046875,2910,"S","Municipio com alto PIB per capita"
1720309,"Pequeno porte",1992165429688,448585009766,4283,"N","Municipio com baixo PIB per capita"
1720499,"Pequeno porte",460772265625,918421972656,4383,"S","Municipio com médio PIB per capita"
1720655,"Pequeno porte",57763875,1090090039062,5068,"S","Municipio com médio PIB per capita"
1720804,"Pequeno porte",4298891015625,449299023438,9148,"N","Municipio com baixo PIB per capita"
1720853,"Pequeno porte",2932891796875,1684601953125,1742,"S","Municipio com alto PIB per capita"
1720903,"Pequeno porte",11029809375,752631005859,15051,"N","Municipio com médio PIB per capita"
1720937,"Pequeno porte",11962875,598443017578,1945,"N","Municipio com médio PIB per capita"
1720978,"Pequeno porte",3611177734375,1356055957031,2562,"S","Municipio com alto PIB per capita"
1721000,"Grande porte",296423075,1571326953125,228332,"S","Municipio com alto PIB per capita"
1721109,"Pequeno porte",2867305273438,411318994141,6736,"S","Municipio com baixo PIB per capita"
1721208,"Pequeno porte",124657,571139990234,22619,"N","Municipio com médio PIB per capita"
1721257,"Pequeno porte",3488389453125,23666140625,1574,"N","Municipio com alto PIB per capita"
1721307,"Pequeno porte",307574375,1435250976562,2097,"N","Municipio com alto PIB per capita"
1722081,"Pequeno porte",669667734375,705433007812,10981,"N","Municipio com médio PIB per capita"
1722107,"Pequeno porte",1176271328125,1059799023438,11484,"N","Municipio com médio PIB per capita"
2100055,"Grande porte",13011205,128658203125,104047,"N","Municipio com médio PIB per capita"
2100105,"Pequeno porte",2046080078125,343994995117,5905,"N","Municipio com baixo PIB per capita"
2100154,"Pequeno porte",37689296875,302482006836,11581,"N","Municipio com baixo PIB per capita"
2100204,"Pequeno porte",654183046875,297086010742,21851,"S","Municipio com baixo PIB per capita"
2100303,"Pequeno porte",1019726640625,449872998047,23952,"N","Municipio com baixo PIB per capita"
2100402,"Pequeno porte",3072874609375,39542800293,11063,"N","Municipio com baixo PIB per capita"
2100436,"Pequeno porte",70238390625,306530004883,24599,"N","Municipio com baixo PIB per capita"
2100477,"Médio porte",117887015625,354963989258,31057,"N","Municipio com baixo PIB per capita"
2100501,"Pequeno porte",9721353125,913661035156,10766,"N","Municipio com médio PIB per capita"
2100550,"Pequeno porte",2527069335938,391733007812,6431,"N","Municipio com baixo PIB per capita"
2100600,"Médio porte",131346625,351307006836,37932,"N","Municipio com baixo PIB per capita"
2100709,"Médio porte",789035625,314820996094,25291,"N","Municipio com baixo PIB per capita"
2100808,"Pequeno porte",661226875,498775976562,13939,"N","Municipio com médio PIB per capita"
2100832,"Pequeno porte",37902859375,272879003906,14959,"N","Municipio com baixo PIB per capita"
