codtribunal;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu)
TJDFT;6553;3? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;1975;56
TJDFT;6558;4? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2045;61
TJDFT;6560;5? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2084;37
TJDFT;6563;6? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2023;43
TJDFT;6564;7? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2096;57
TJDFT;6566;8? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2134;50
TJDFT;6567;9? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2031;55
TJDFT;6571;10? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2047;35
TJDFT;6574;11? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2221;70
TJDFT;6576;12? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2072;49
TJDFT;6579;13? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2185;86
TJDFT;6584;14? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2066;26
TJDFT;6586;15? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2035;59
TJDFT;6590;16? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2058;64
TJDFT;6594;17? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2049;41
TJDFT;6597;18? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2030;59
TJDFT;6600;19? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2112;65
TJDFT;6604;20? VARA C?VEL DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2036;84
TJDFT;6617;1? VARA CRIMINAL DE BRAS?LIA;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;2047;51
TJDFT;6623;2? VARA CRIMINAL DE BRAS?LIA;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;2204;32
TJDFT;6625;3? VARA CRIMINAL DE BRAS?LIA;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;1953;24
TJDFT;6630;4? VARA CRIMINAL DE BRAS?LIA;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;2154;44
TJDFT;6634;5? VARA CRIMINAL DE BRAS?LIA;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;2092;36
TJDFT;6635;1? VARA DE ?RF?OS E SUCESS?ES DE BRAS?LIA;Estadual;DF;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;2159;23
TJDFT;6637;6? VARA CRIMINAL DE BRAS?LIA;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;1924;36
TJDFT;6641;7? VARA CRIMINAL DE BRAS?LIA;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;2152;59
TJDFT;6643;TRIBUNAL DO J?RI DE BRAS?LIA;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;1904;37
TJDFT;6644;8? VARA CRIMINAL DE BRAS?LIA;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;1994;37
TJDFT;6660;2? JUIZADO ESPECIAL CRIMINAL DE BRAS?LIA;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Inadministrável;Acervo Grande;182;89
TJDFT;6675;3? JUIZADO ESPECIAL CRIMINAL DE BRAS?LIA;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;259;72
TJDFT;6739;1? VARA DA FAZENDA P?BLICA DO DF;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2069;77
TJDFT;6745;VARA DE EXECU??ES PENAIS DO DF;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Inadministrável;Acervo Grande;2241;122
TJDFT;6752;2? VARA DA FAZENDA P?BLICA DO DF;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2050;213
TJDFT;6756;3? VARA DA FAZENDA P?BLICA DO DF;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2193;108
TJDFT;6760;4? VARA DA FAZENDA P?BLICA DO DF;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2092;403
TJDFT;6764;VARA DE REGISTROS P?BLICOS DO DF;Estadual;DF;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;145;27
TJDFT;6767;5? VARA DA FAZENDA P?BLICA DO DF;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2121;118
TJDFT;6771;6? VARA DA FAZENDA P?BLICA DO DF;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2117;40
TJDFT;6775;7? VARA DA FAZENDA P?BLICA DO DF;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2227;77
TJDFT;6778;8? VARA DA FAZENDA P?BLICA DO DF;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2037;27
TJDFT;67791;JUIZADO ESPECIAL C?VEL E CRIMINAL DO RECANTO DAS EMAS;Estadual;DF;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;224;21
TJDFT;67852;JUIZADO ESPECIAL CRIMINAL E JUIZADO DE VIOL?NCIA DOM?STICA E FAMILIAR CONTRA A MULHER DE ?GUAS CLARAS;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;234;56
TJDFT;6786;4? VARA DE ENTORPECENTES DO DF;Estadual;DF;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;2169;27
TJDFT;72831;SECRETARIA DA S?TIMA TURMA C?VEL;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;134;57
TJDFT;72832;SECRETARIA DA OITAVA TURMA C?VEL;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;138;52
TJDFT;75;VARA CRIMINAL, DO TRIBUNAL DO J?RI E DOS DELITOS DE TR?NSITO DE S?O SEBASTI?O;Estadual;ES;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2034;28
TJDFT;76528;N?CLEO DE GERENCIAMENTO DE PRECEDENTES;Estadual;DF;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2004;57
TJDFT;81638;4? JUIZADO ESPECIAL DA FAZENDA P?BLICA DO DF;Estadual;DF;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;132;33
TJDFT;97;SECRETARIA DA TERCEIRA C?MARA CIVEL;Estadual;TO;Cível;MÉDIO;Cível;Acervo Pequeno;Acervo Pequeno;1958;21
TJES;1667;SERRA - 2º JUIZADO ESPECIAL CÍVEL ;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;142;23
TJMA;19942;1ª Câmara Cível;Estadual;MA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;147;84
TJMA;19943;2ª Câmara Cível;Estadual;MA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;156;80
TJMA;19944;3ª Câmara Cível;Estadual;MA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;144;96
TJMA;19946;5ª Câmara Cível;Estadual;MA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;151;193
TJMA;19947;1ª Câmara Criminal;Estadual;MA;Criminal;MÉDIO;Criminal;Acervo Inadministrável;Acervo Grande;140;27
TJMA;19948;2ª Câmara Criminal;Estadual;MA;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;132;58
TJMA;19949;3ª Câmara Criminal;Estadual;MA;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;131;45
TJMA;2869;2ª VARA DE BACABAL;Estadual;MA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;864;41
TJMA;3206;VARA ÚNICA DE ANAJATUBA;Estadual;MA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;881;29
TJMA;3212;1ª VARA DE ARAIOSES;Estadual;MA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;925;30
TJMA;3218;VARA ÚNICA DE BACURI;Estadual;MA;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;988;30
TJMA;3218;VARA ÚNICA DE BACURI;Estadual;MA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1204;26
TJMA;77702;6ª Câmara Cível;Estadual;MA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;138;70
TJMG;10793;2ª UNIDADE JURISDICIONAL - 3º JUIZ DE DIREITO DO JESP CRIME;Estadual;MG;Criminal;GRANDE;Mista;Acervo Médio;Acervo Médio;2067;24
TJMG;3767;SECRETARIA DO JUÍZO - ÚNICA;Estadual;MG;Criminal;GRANDE;Mista;Acervo Grande;Acervo Grande;2556;25
TJMG;40132;2º JUIZADO ESPECIAL CÍVEL/CRIMINAL;Estadual;MG;Cível;GRANDE;Cível;Acervo Inadministrável;Acervo Grande;2305;47
TJMSP;17970;2ª Auditoria Militar Estadual;Militar;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;742;137
TJMSP;29005;6ª Auditoria Militar Estadual;Militar;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;647;109
TJMT;18002;Quinta Vara - Comarca de Lucas do Rio Verde - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;127;25
TJMT;48415;Terceira Vara - Comarca de Campo Verde - SDCR;Estadual;MT;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1791;23
TJMT;48423;Central de Administração - Comarca de Colíder - SDCR;Estadual;MT;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;154;21
TJMT;48435;Central de Administração - Comarca da Capital - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;133;27
TJMT;48459;Central de Administração - Comarca de Lucas do Rio Verde - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;126;21
TJMT;48523;Central de Administração - Comarca de Sinop - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;167;76
TJMT;51792;Turma Recursal Única;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;151;37
TJMT;51808;Primeiro Juizado Especial Cível - Comarca da Capital - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2135;35
TJMT;51809;Segundo Juizado Especial Cível - Comarca da Capital - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;1892;30
TJMT;6373;Segunda Vara Criminal - Comarca da Capital - SDCR;Estadual;MT;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;2290;21
TJMT;6493;Sexto Juizado Especial Cível de Cuiabá - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;1813;34
TJMT;6495;Quarto Juizado Especial Cível - Comarca da Capital - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;1917;28
TJMT;6498;Terceiro Juizado Especial Cível de Cuiabá - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;1944;37
TJMT;6678;Juizado Especial Cível - Cristo Rei - Comarca de Várzea Grande - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;185;80
TJMT;6687;Juizado Especial Cível - Jardim Glória - Comarca de Várzea Grande - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;163;54
TJMT;6801;Quarta Vara - Comarca de Cáceres - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;2163;21
TJMT;6803;Primeira Vara Criminal - Comarca de Cáceres - SDCR;Estadual;MT;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2022;22
TJMT;6804;Segunda Vara Criminal - Comarca de Cáceres - SDCR;Estadual;MT;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2294;36
TJMT;7303;Quarta Vara - Comarca de Primavera do Leste - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2359;133
TJMT;7315;Vara Criminal - Comarca de Primavera do Leste - SDCR;Estadual;MT;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2278;21
TJMT;7330;Quarta Vara - Comarca de Sinop - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2094;27
TJMT;7334;Vara Especializada da Fazenda Pública  - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;167;62
TJMT;7338;Vara Especializada dos Juizados Especiais - SDCR;Estadual;MT;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;163;21
TJMT;7565;Segunda Vara - Comarca de Barra do Bugres - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;2189;22
TJMT;7576;Terceira Vara - Comarca de Barra do Bugres - SDCR;Estadual;MT;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2187;33
TJMT;7651;Primeira Vara - Comarca de Canarana - SDCR;Estadual;MT;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2401;31
TJMT;7775;Primeira Vara - Comarca de Juína - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2444;22
TJMT;7777;Terceira Vara - Comarca de Juína - SDCR;Estadual;MT;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2092;22
TJMT;8030;Segunda Vara - Comarca de Nova Mutum - SDCR;Estadual;MT;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2525;26
TJMT;8074;Primeira Vara - Comarca de Pontes e Lacerda - SDCR;Estadual;MT;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2072;24
TJMT;8097;Vara Única - Comarca de Araputanga - SDCR;Estadual;MT;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;258;22
TJMT;8099;Vara Única - Comarca de Aripuanã - SDCR;Estadual;MT;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2277;31
TJMT;8107;Vara Única - Comarca de Guarantã do Norte - SDCR;Estadual;MT;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2096;26
TJMT;8115;Vara Única - Comarca de Nobres - SDCR;Estadual;MT;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;287;23
TJMT;8140;Segunda Vara - Comarca de São Félix do Araguaia - SDCR;Estadual;MT;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2248;21
TJMT;81413;GABINETE DA CENTRAL DE ARRECADAÇÃO E ARQUIVAMENTO;Estadual;MT;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;137;43
TJMT;81860;Central de Administração - Comarca de Várzea Grande - VG;Estadual;MT;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;151;34
TJPA;12572;1ª VARA DE INQUÉRITOS POLICIAIS DE BELÉM;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Inadministrável;Acervo Grande;2009;61
TJPA;13360;VARA DE JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE SANTARÉM;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1703;21
TJPA;16514;VARA ÚNICA DE JURUTI;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2150;25
TJPA;17356;3ª VARA CÍVEL E EMPRESARIAL DE PARAUAPEBAS;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2038;122
TJPA;23032;CELIA REGINA DE LIMA PINHEIRO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2478;42
TJPA;23036;DIRACY NUNES ALVES;Estadual;PA;Cível;MÉDIO;Mista;Acervo Pequeno;Acervo Pequeno;2484;46
TJPA;23044;GLEIDE PEREIRA DE MOURA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2477;57
TJPA;23050;JOSE ROBERTO PINHEIRO MAIA BEZERRA JUNIOR;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2467;39
TJPA;23052;LEONAM GONDIM DA CRUZ JUNIOR;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2471;68
TJPA;23053;LEONARDO DE NORONHA TAVARES;Estadual;PA;Cível;MÉDIO;Mista;Acervo Pequeno;Acervo Pequeno;2470;64
TJPA;23055;LUZIA NADJA GUIMARAES NASCIMENTO;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2463;22
TJPA;23058;MARIA DE NAZARE SAAVEDRA GUIMARAES;Estadual;PA;Cível;MÉDIO;Cível;Acervo Pequeno;Acervo Pequeno;2467;53
TJPA;23077;RAIMUNDO HOLANDA REIS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2471;68
TJPA;23079;RICARDO FERREIRA NUNES;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2478;61
TJPA;23082;RONALDO MARQUES VALLE;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2501;70
TJPA;23087;VANIA LUCIA CARVALHO DA SILVEIRA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2495;60
TJPA;23088;VANIA VALENTE DO COUTO FORTES BITAR CUNHA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2471;56
TJPA;2892;1ª VARA DE EXECUÇÃO FISCAL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2158;404
TJPA;3189;1ª VARA DO JUIZADO ESPECIAL CRIMINAL DE BELÉM;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1511;140
TJPA;3247;11ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;1684;37
TJPA;3252;2ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;1812;27
TJPA;3255;3ª VARA DO JUIZADO ESPECIAL CÍVEL DE BELÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;1757;51
TJPA;3257;VARA DO JUIZADO ESPECIAL CÍVEL DISTRITAL DE ICOARACI;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2000;47
TJPA;3268;2ª VARA DO JUIZADO ESPECIAL CÍVEL DE ANANINDEUA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2032;23
TJPA;5413;VARA ÚNICA DE ALMEIRIM;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2093;29
TJPA;6105;VARA CÍVEL DE NOVO PROGRESSO;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2386;37
TJPA;6105;VARA CÍVEL DE NOVO PROGRESSO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2479;106
TJPA;6133;VARA ÚNICA DE ÓBIDOS;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;2060;24
TJPA;6189;VARA ÚNICA DE IGARAPÉ-AÇU;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1477;24
TJPA;6215;1ª VARA CÍVEL E EMPRESARIAL DE CASTANHAL;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2351;70
TJPA;6425;VARA ÚNICA DE CACHOEIRA DO ARARI;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2226;25
TJPA;6430;VARA ÚNICA DE DOM ELISEU;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2383;28
TJPA;6457;3ª VARA CÍVEL E EMPRESARIAL DE MARABÁ;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2065;63
TJPA;6458;2ª VARA CÍVEL E EMPRESARIAL DE MARABÁ;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;1720;26
TJPA;6466;VARA ÚNICA DE TUCUMÃ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2513;45
TJPA;6471;2ª VARA CÍVEL E CRIMINAL DE CAMETÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1568;32
TJPA;6473;2ª VARA CÍVEL E EMPRESARIAL DE CAPANEMA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1600;28
TJPA;6841;VARA ÚNICA DE PORTO DE MOZ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1504;52
TJPA;6865;2ª VARA CÍVEL E EMPRESARIAL DE REDENÇÃO;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;1940;24
TJPA;7015;6ª VARA CÍVEL E EMPRESARIAL DE SANTARÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2015;634
TJPA;7051;VARA ÚNICA DE SÃO DOMINGOS DO ARAGUAIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1844;99
TJPA;72025;1ª VARA CÍVEL E EMPRESARIAL DE CANAÃ DOS CARAJÁS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2000;24
TJPA;7787;VARA ÚNICA DE SOURE;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2252;23
TJPA;7788;VARA ÚNICA DE SÃO JOÃO DO ARAGUAIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2371;30
TJPA;7795;VARA ÚNICA DE SÃO FELIX DO XINGÚ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1723;63
TJPA;7825;1ª VARA DE TAILÂNDIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1703;21
TJPA;7895;VARA ÚNICA DE CURUÇÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2471;24
TJPA;81606;2ª VARA DO JUIZADO ESPECIAL CÍVEL DE FAZENDA PÚBLICA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;140;42
TJPB;16322;7º Juizado Especial Cível da Capital;Estadual;PB;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;142;25
TJPB;17364;Juizado Especial Criminal da Capital;Estadual;PB;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;1595;35
TJPB;6048;VARA UNICA DA COMARCA DA CAAPORA;Estadual;PB;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1918;21
TJPE;16590;VARA CRIMINAL DA COMARCA DE GOIANA;Estadual;PE;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2127;24
TJPE;18554;VARA DA FAZENDA PÚBLICA DA COMARCA DE SANTA CRUZ DO CAPIBARIBE;Estadual;PE;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;2121;189
TJPE;6779;1ª VARA DE ACIDENTES DO TRABALHO DA CAPITAL;Estadual;PE;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;2236;23
TJPE;7100;2ª VARA CÍVEL DA COMARCA DE SANTA CRUZ DO CAPIBARIBE;Estadual;PE;Cível;MÉDIO;Cível;Acervo Pequeno;Acervo Pequeno;2292;27
TJPE;72729;2º GABINETE DA PRIMEIRA TURMA RECURSAL FAZENDÁRIA E CRIMINAL;Estadual;PE;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;130;22
TJPE;7353;1ª VARA CÍVEL DA COMARCA DE GOIANA;Estadual;PE;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2436;23
TJPE;7450;VARA ÚNICA DA COMARCA DE TAQUARITINGA DO NORTE;Estadual;PE;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2131;28
TJPE;7581;3ª VARA CÍVEL DA COMARCA DE JABOATÃO DOS GUARARAPES;Estadual;PE;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2333;21
TJPE;7655;2ª VARA CÍVEL DA COMARCA DE PAULISTA;Estadual;PE;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2429;23
TJPE;7714;VARA ÚNICA DA COMARCA DE BREJO DA MADRE DE DEUS;Estadual;PE;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2524;22
TJPI;11223;VARA ÚNICA DE ÁGUA BRANCA;Estadual;PI;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1541;42
TJPI;11223;VARA ÚNICA DE ÁGUA BRANCA;Estadual;PI;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;996;39
TJPI;11247;VARA ÚNICA DE AROAZES;Estadual;PI;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1082;36
TJPI;11248;VARA ÚNICA DE ARRAIAL;Estadual;PI;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;1513;41
TJPI;11249;VARA ÚNICA DE BARRO DURO;Estadual;PI;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1118;22
TJPI;11264;VARA ÚNICA DE MANOEL EMÍDIO;Estadual;PI;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;610;53
TJPI;11270;VARA ÚNICA DE NAZARÉ DO PIAUÍ;Estadual;PI;Cível;PEQUENO;Mista;Acervo Pequeno;Acervo Pequeno;749;25
TJPI;11277;VARA ÚNICA DE RIBEIRO GONÇALVES;Estadual;PI;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1869;28
