cod_orgao_julg;Median(numero_dias);Count*(npu)
7678;1861;9
7680;2393;23
7683;2496;1
7685;1061;5
7686;2041;22
7692;2276;4
7693;2404;1
7695;504;1
76972;1755;9
7698;128;3
7699;2275;9
7702;434;1
7703;2478;4
7704;2361;10
7705;820;1
7707;2526;1
7709;2340;1
77105;123;5
7712;1879;1
7713;2203;15
7714;2551;30
77147;124;2
77149;161;2
77153;131;2
77157;148;1
7716;2392;3
77164;118;2
7718;2279;1
77181;226;17
7719;2159;6
7725;2457;16
77266;118;4
77267;133;4
77268;153;5
77269;129;3
77270;167;4
77271;2459;1
77273;146;2
77274;2241;9
77275;2307;17
77276;151;4
77277;121;1
77278;175;1
77279;1999;19
7730;132;3
7731;2227;3
7732;2495;5
7733;2246;6
7736;2290;4
7737;2065;8
7738;2474;4
7739;121;2
7741;184;2
7742;2431;2
7743;1334;1
7744;2512;3
7745;1897;8
7746;1359;4
7748;2256;4
7750;122;2
7753;2197;25
7754;1961;19
7755;1308;1
7756;141;2
7759;2242;6
7760;805;2
7761;2366;5
7762;2132;11
77626;160;1
7764;749;1
7765;167;4
7767;2237;13
77697;150;2
77698;160;3
7770;187;4
77702;138;70
77703;155;1
7772;1853;4
77737;131;1
77738;289;36
7775;2444;22
7776;1984;10
7777;2092;22
7778;2068;20
7779;2056;17
7780;2245;9
7781;1839;8
7782;2397;14
77838;2451;2
7784;1709;2
77842;139;1
7785;1787;10
7786;2128;8
7787;2239;30
7788;2371;31
7789;1597;3
7790;2497;16
7791;736;1
7793;2498;1
7795;1743;77
77959;2015;13
77960;160;1
77976;2481;2
77977;159;1
7798;776;1
78;195;1
7802;2148;1
78045;2291;5
78056;2068;1
78063;116;4
7807;1497;2
7809;1603;2
78094;146;3
78100;135;1
7811;1582;13
7813;2488;6
7817;1448;2
7824;1137;1
7825;1767;34
7829;2138;2
7830;2122;11
78322;145;1
7834;2476;6
7835;579;5
7836;171;1
78364;119;2
78367;1697;18
7839;119;1
78390;129;1
78391;159;5
78395;167;1
78397;156;1
78398;169;1
7840;1576;3
78400;151;1
78403;164;1
78404;135;2
78405;123;5
7841;141;5
7843;977;8
78442;130;4
78443;116;3
7847;135;14
7848;2422;1
78480;564;19
78481;326;98
78482;364;78
78483;360;205
78484;370;204
78485;478;219
78486;1940;7
78487;366;323
7849;1609;1
78491;413;10
78500;126;1
78504;173;1
7851;121;2
7852;965;2
7853;128;6
7854;1459;1
78544;2596;1
78545;2554;1
78546;2461;19
7855;132;2
78552;127;1
78560;134;1
78561;115;2
7858;151;1
78591;132;1
7860;2035;3
78603;1726;86
7861;1168;1
7862;137;3
78719;135;3
78720;157;3
78725;146;6
7873;1442;1
78732;2381;2
78737;1220;1
78739;1301;2
7874;1301;1
78741;1071;2
78742;1132;1
78743;1360;3
78744;1066;2
78745;1053;2
78747;1199;2
78748;1182;6
7877;496;2
78789;2148;24
78790;2349;12
78792;1666;22
78793;2080;30
78795;126;1
78796;2346;12
78835;117;1
78843;2528;1
78853;1531;102
7887;2239;10
78887;140;2
7889;124;5
78892;438;40
78894;116;4
78895;125;7
7892;1730;1
78924;119;2
78931;126;3
78934;156;2
7894;1249;1
7895;2471;29
7903;2102;1
79109;153;9
79114;116;1
79116;123;2
7913;745;1
79192;131;3
79243;117;9
79266;117;2
79343;417;1
79346;252;1
79362;2054;3
79367;2285;1
7943;764;1
79430;550;1
79434;141;3
79437;141;2
79439;144;1
79444;1106;7
79465;168;3
79474;122;1
79478;119;6
79479;1019;1
79482;121;2
79486;587;9
79487;412;11
79526;1295;1
79548;2383;1
79550;139;8
79619;298;1
7966;1878;3
79664;116;1
7969;227;1
79700;120;4
79721;137;15
79730;308;6
79731;120;6
79734;122;4
79735;150;3
79736;140;2
79737;139;5
79738;160;5
79739;134;2
7974;1624;2
79740;147;8
79741;136;7
79742;146;12
79743;175;2
79744;145;8
79745;139;4
79746;172;5
79747;134;12
79748;153;7
79749;132;10
79751;189;1
79752;141;15
79753;153;14
79756;171;2
79758;160;1
79759;159;1
79761;148;17
79762;149;11
79771;156;2
79822;132;1
7990;2050;1
7993;2054;1
79960;784;7
8000;2024;3
80015;133;1
8004;1661;2
80048;157;10
80049;1098;4
8005;1845;1
80050;326;3
80051;132;4
80058;134;1
80059;166;2
80072;141;2
8010;1197;1
80100;133;3
80138;1414;19
80139;115;2
80140;1596;2
80141;136;5
80142;1957;11
80145;119;28
8017;1937;2
80255;122;12
80256;141;12
80257;772;29
80258;740;292
8027;2267;5
80294;127;1
8030;2525;31
8034;1990;8
8036;165;10
80362;128;3
8038;2116;1
80387;120;1
80403;118;1
8041;1866;6
8043;2188;10
8048;1990;1
8049;2100;5
8051;723;1
8056;2092;4
8059;1997;8
8065;2154;24
8070;1986;19
8074;2072;24
8075;2317;11
8076;1934;8
80769;128;1
8077;1959;10
8080;2090;10
80806;115;1
8081;1861;2
8082;2350;9
80821;119;1
80832;124;12
8084;2306;10
8085;1785;5
80857;151;1
8086;1358;1
8088;2339;16
80890;128;2
8090;2044;1
8092;1098;1
8093;162;2
8094;1876;14
8095;2243;20
8096;1810;2
8097;1919;30
8098;2081;10
8099;2182;46
81;1904;2
8100;2448;6
8101;2068;12
81012;134;17
8102;1840;34
8103;2043;11
8104;2187;27
8105;2255;4
8106;2024;2
8107;2031;46
8108;2077;12
8109;2419;7
8110;2039;7
8111;1939;4
8112;1971;13
8113;2064;6
81130;117;1
81132;117;1
81133;125;1
8114;2030;23
8115;287;30
8116;2239;8
8117;157;4
8118;1990;10
8119;2061;6
81191;127;3
81201;128;3
81217;477;1
81223;131;7
8124;1864;4
8126;2275;13
81261;118;4
8128;1998;13
81282;146;5
81283;124;3
8130;2075;14
8131;2020;10
8132;2044;9
81325;136;15
8133;121;2
81330;1464;1
8135;1988;5
81362;126;1
8137;1980;5
8138;2488;1
81390;125;8
81391;129;1
81392;1876;16
8140;2189;30
8141;2164;19
81413;153;49
81418;148;3
81419;163;2
8142;2023;24
81425;160;1
8143;1951;13
81436;367;2
81437;358;1
81438;120;1
8144;2306;9
8145;2084;5
81451;201;1
81455;129;1
81457;1515;2
8146;1899;14
81460;208;3
81461;203;1
81462;236;1
81463;231;2
81465;205;1
8147;1983;8
8148;593;84
81487;118;1
8149;568;96
81493;127;6
81494;1945;1
8150;298;199
81501;126;2
8151;500;114
8152;401;127
8153;213;297
8154;266;69
81547;117;3
81548;128;3
8155;372;232
8156;476;60
81560;166;33
81564;125;1
81565;116;2
8158;1731;9
8159;2303;15
81593;138;17
81594;155;19
81595;140;11
81596;134;4
81597;144;11
81598;147;5
81599;146;15
81606;140;42
81607;129;5
81638;132;33
8164;116;1
81666;126;6
81672;1564;2
81694;1204;41
8170;2323;3
81707;121;4
8174;2056;12
81742;121;1
8176;2408;8
8177;1765;1
8178;132;3
8180;146;5
81803;248;40
81809;148;4
81810;140;4
81812;133;1
81814;117;1
81815;120;1
8183;131;7
81839;125;1
81840;122;2
81860;151;34
8191;128;8
81913;155;1
81917;133;31
82110;423;3
82114;1146;2
82115;120;1
8216;2350;5
8217;149;3
8218;147;2
8219;2073;5
8220;147;3
8223;145;5
8225;135;2
8227;153;1
8228;148;4
8232;120;6
8236;2023;4
8237;2297;2
8238;134;2
8239;160;2
8240;2148;3
8241;166;1
8242;142;9
8243;2041;1
8244;2562;5
8245;149;15
8246;117;2
8247;2056;2
8250;130;3
8252;2434;1
8253;132;2
8254;160;2
8262;144;2
8263;151;4
8264;161;1
8266;2447;2
8267;116;1
8268;2276;42
8269;2165;10
8270;2442;2
8272;126;4
8276;2473;8
8277;2189;3
8278;1906;2
8279;2435;13
8281;145;4
8282;134;6
8286;2000;3
8293;1817;12
8305;1554;5
8312;119;2
8314;2115;12
8315;132;8
8323;143;2
8327;2347;88
8328;2083;216
8329;1937;111
8332;1960;139
8333;2055;132
8334;1872;98
8335;2093;133
8336;2025;113
8337;2040;275
8338;2059;63
8339;2051;88
8340;1935;134
8343;2016;248
8344;127;6
8345;2269;581
8347;138;1
8348;2240;16
8349;2144;36
8350;2376;5
8353;1900;12
8354;167;4
8355;1950;34
8356;2225;3
8358;2233;24
8359;2125;33
8360;2341;21
8361;1988;35
8362;1800;10
8363;146;3
8364;1766;6
8365;2155;65
8366;2065;46
8367;2122;19
8368;2237;35
8369;2436;8
8370;1886;53
8371;2041;15
8372;2347;19
8373;1780;23
8374;2489;45
8375;2164;39
8376;1976;22
8377;2405;11
8378;2327;16
8379;2269;36
8380;2297;10
8381;1913;31
8382;1633;27
8383;159;1
8384;1937;73
8386;152;1
8388;2075;227
8389;159;11
8390;1885;5
8391;1871;127
8392;2575;2
8393;2011;65
8394;2087;31
8395;172;4
8396;180;1
8397;121;1
8398;1888;199
8400;170;3
8401;2213;1
8402;146;1
8404;2294;123
8407;2221;10
8408;123;1
8409;184;7
8412;155;1
8413;115;1
8415;2402;1
8416;181;3
8417;2016;80
8419;141;3
8420;115;2
8421;2536;1
8423;2094;42
8424;170;1
8426;1939;30
8427;2537;1
8430;166;3
8431;2161;8
8433;1918;35
8436;2062;10
8441;126;2
8442;135;4
8443;134;1
8447;2030;13
8451;128;1
8455;2176;1
8457;2198;65
8459;133;1
8462;141;9
8463;194;1
8464;1982;18
8466;2017;9
8472;2068;7
8475;152;3
8477;153;1
8478;2127;97
8481;2270;13
8482;2205;6
8486;2226;2
8489;1903;48
8490;2188;8
8491;153;9
8494;2521;7
8495;1825;4
8497;2577;1
8498;2253;17
8500;2465;25
8503;2060;5
8506;2061;127
8507;1889;14
8509;1908;2
8510;2347;10
8514;2358;43
8515;148;4
8516;2124;4
8517;2349;15
8518;2577;1
8521;2142;102
8523;1897;65
8526;1962;9
8528;1987;88
8529;2134;97
8530;2009;19
8533;2103;35
8535;2243;22
8537;2258;53
8538;170;1
8541;2045;16
8542;185;1
8543;2596;2
8544;156;1
8547;154;1
8549;117;2
8552;2131;18
8553;152;11
8554;2288;6
8557;1684;372
8558;2519;1
8560;2426;16
8562;146;15
8565;2024;69
8566;181;22
8568;2468;1
8573;1765;51
8576;182;4
8577;2135;40
8579;2178;35
8581;130;1
8582;2112;32
8585;182;1
8587;2299;27
8588;1881;77
8589;2497;1
8594;2530;6
8595;2311;33
8596;180;5
8598;2331;29
8601;2393;4
8602;2035;15
8603;2141;71
8607;2237;30
8608;153;7
8609;1834;54
8610;118;1
8613;2083;5
8615;2008;5
8618;1889;56
8620;167;1
8621;1975;201
8626;130;2
8629;2212;39
8630;2190;78
8631;150;1
8634;1975;7
8635;1859;45
8638;1959;101
8639;1995;8
8641;2071;11
8642;2119;17
8643;1996;329
8645;2164;1
8648;2407;1
8650;157;6
8653;2161;101
8656;152;2
8657;2457;1
8659;1876;115
8660;1939;12
8662;144;2
8663;2016;159
8669;2095;2
8670;149;2
8671;2317;1
8673;1826;116
8675;2172;7
8676;1993;30
8677;140;3
8678;2069;54
8681;174;1
8682;2114;6
8688;177;5
8689;155;5
8693;2211;23
8694;152;2
8698;1845;11
8700;2485;1
8703;1899;5
8714;2264;10
8716;2583;3
8717;147;3
8720;167;1
8721;140;4
8724;1896;20
8725;1873;4
8726;2364;2
8727;2200;31
8730;2244;6
8731;1799;5
8732;1904;14
8733;2031;9
8734;2080;2
8735;1799;1
8738;1930;10
8739;1856;7
8740;2024;32
8741;1892;20
8745;176;3
8746;2097;27
8747;120;3
8748;2133;2
8779;2446;17
8782;149;2
8802;143;11
8824;126;1
8826;120;2
8835;138;7
8836;138;2
8837;131;1
8838;124;2
8850;130;1
8854;146;1
8856;146;1
8861;126;6
8864;124;3
8868;116;2
8871;120;2
8874;133;6
8876;519;9
8880;2296;8
8881;116;1
8885;2398;3
8886;143;1
8889;145;3
8896;125;2
8898;156;1
8902;133;1
8911;122;1
8913;123;2
8915;145;3
8917;126;9
8920;122;1
8921;158;1
8925;130;1
8926;119;1
8928;148;1
8930;158;1
8932;557;6
8937;122;1
8938;123;3
8942;131;2
8957;329;1
8959;126;2
8962;120;1
8966;166;3
8972;2602;1
8973;131;1
8975;115;1
8977;139;1
8986;141;2
8989;2105;2
8992;133;1
8996;115;2
8999;135;1
9004;161;1
9016;137;1
9019;120;1
9021;154;4
9027;139;3
9038;2009;4
9044;139;2
9046;2027;3
9048;2026;6
9056;147;3
9057;148;1
9063;140;3
9064;148;3
9070;122;3
9087;1327;15
9092;337;2
9096;185;22
9104;164;1
9110;178;1
9114;122;1
9115;131;1
9122;2152;10
9125;132;1
9129;2198;7
9131;128;2
9134;2195;7
9147;115;2
9149;139;3
9151;126;1
9161;151;1
9171;2050;3
9175;2436;9
9178;120;5
9181;116;2
9184;545;2
9185;126;1
9188;130;1
9193;2198;36
9195;126;1
9204;120;1
9206;137;3
9208;2367;5
9210;1296;12
9212;116;2
9214;2187;1
9217;140;1
9222;132;3
9226;122;1
9229;2559;1
9232;127;1
9234;148;1
9237;2020;1
9241;154;1
9242;115;1
9243;156;1
9244;182;1
9262;163;1
9308;176;1
9324;501;2
9359;141;1
9366;161;1
9571;153;2
96;207;1
9616;125;2
97;1958;21
9704;141;2
9750;168;1
9772;142;1
9816;148;1
9955;174;1
9956;142;2
9984;125;1
