codtribunal;grau;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu);Sum(numero_dias);Mean(numero_dias)
TJAM;G1;4793;14ª VARA CÍVEL E DE ACIDENTES DE TRABALHO;Estadual;AM;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;132;33;4268;129.33333333333334
TJAM;G1;4794;15ª VARA CÍVEL E DE ACIDENTES DE TRABALHO;Estadual;AM;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;137;12;1649;137.41666666666666
TJAM;G1;4795;16ª VARA CÍVEL E DE ACIDENTES DE TRABALHO;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;141;1;141;141
TJAM;G1;4796;17ª VARA CÍVEL E DE ACIDENTES DE TRABALHO;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;151;9;1305;144.99999999999997
TJAM;G1;4797;18ª VARA CÍVEL E DE ACIDENTES DE TRABALHO;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;135;2;287;143.5
TJAM;G1;4798;19ª VARA CÍVEL E DE ACIDENTES DE TRABALHO;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;139;4;563;140.75
TJAM;G1;4799;20ª VARA CÍVEL E DE ACIDENTES DE TRABALHO;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;145;4;558;139.5
TJAM;G1;4804;4ª VARA CRIMINAL DA CAPITAL;Estadual;AM;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;146;1;146;146
TJAM;G1;4810;9ª VARA CRIMINAL DA CAPITAL;Estadual;AM;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;133;1;133;133
TJAM;G1;4814;11ª VARA CRIMINAL DA CAPITAL;Estadual;AM;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;129;1;129;129
TJAM;G1;4822;1ª VARA DA FAZENDA PÚBLICA ESTADUAL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;139;2;285;142.5
TJAM;G1;4831;2ª VARA DA FAZENDA PÚBLICA MUNICIPAL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;138;2;278;139
TJAM;G1;4839;VARA DE REGISTROS PÚBLICOS E PRECATÓRIAS;Estadual;AM;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;149;2;304;152
TJAM;G1;4847;3ª VARA ESPECIALIZADA EM CRIME DE USO E TRÁFICO DE ENTORPECENTES;Estadual;AM;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;143;1;143;143
TJAM;G1;4849;2ª VARA DO TRIBUNAL DO JÚRI;Estadual;AM;Criminal;PEQUENO;Criminal;Acervo Pequeno;Acervo Pequeno;154;1;154;154
TJAM;G1;4854;6ª VARA DE FAMÍLIA E SUCESSÕES;Estadual;AM;Cível;PEQUENO;Cível;Acervo Pequeno;Acervo Pequeno;147;3;444;148
TJAM;G1;5049;VARA DA COMARCA DE ANORI;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;132;1;132;132
TJAM;G1;5052;VARA DA COMARCA DE AUTAZES;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;125;1;125;125
TJAM;G1;5054;VARA DA COMARCA DE BARREIRINHA;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;142;1;142;142
TJAM;G1;5055;VARA DA COMARCA DE BENJAMIN CONSTANT;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;140;2;295;147.5
TJAM;G1;5062;VARA DA COMARCA DE CAAPIRANGA;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;153;2;311;155.5
TJAM;G1;5073;2ª VARA DA COMARCA DE COARI;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;123;1;123;123
TJAM;G1;5075;2ª VARA DA COMARCA DE TEFÉ;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;115;2;231;115.5
TJAM;G1;5076;1ª VARA DA COMARCA DE TEFÉ;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;132;1;132;132
TJAM;G1;5078;2ª VARA DA COMARCA DE TABATINGA;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;2215;1;2215;2215
TJAM;G1;5079;1ª VARA DA COMARCA DE TABATINGA;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;1970;9;16813;1868.1111111111106
TJAM;G1;5083;VARA DA COMARCA DE SÃO GABRIEL DA CACHOEIRA;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;153;1;153;153
TJAM;G1;5084;VARA DA COMARCA DE SANTO ANTÔNIO DO IÇÁ;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;139;1;139;139
TJAM;G1;5089;VARA DA COMARCA DE EIRUNEPÉ;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;115;1;115;115
TJAM;G1;5089;VARA DA COMARCA DE EIRUNEPÉ;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;115;2;239;119.5
TJAM;G1;5091;3ª VARA DA COMARCA DE PARINTINS;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;1851;16;30176;1886
TJAM;G1;5093;2ª VARA DA COMARCA DE PARINTINS;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;121;4;486;121.5
TJAM;G1;5094;1ª VARA DA COMARCA DE PARINTINS;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;2012;11;22781;2070.9999999999995
TJAM;G1;5095;VARA DA COMARCA DE NOVO ARIPUANÃ;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;117;3;369;123
TJAM;G1;5095;VARA DA COMARCA DE NOVO ARIPUANÃ;Estadual;AM;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;138;3;416;138.66666666666666
TJAM;G1;5097;VARA DA COMARCA DE NOVO AIRÃO;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;136;3;389;129.66666666666666
TJAM;G1;5097;VARA DA COMARCA DE NOVO AIRÃO;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;117;1;117;117
TJAM;G1;5098;1ª VARA DA COMARCA DE HUMAITÁ;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;118;4;512;128
TJAM;G1;5102;VARA DA COMARCA DE IPIXUNA;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;135;1;135;135
TJAM;G1;5104;1ª VARA DA COMARCA DE IRANDUBA;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;147;1;147;147
TJAM;G1;5106;2ª VARA DA COMARCA DE IRANDUBA;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;153;1;153;153
TJAM;G1;5107;2ª VARA DA COMARCA DE MANICORÉ;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;141;1;141;141
TJAM;G1;5107;2ª VARA DA COMARCA DE MANICORÉ;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;134;3;396;132
TJAM;G1;5108;1ª VARA DA COMARCA DE MANICORÉ;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;117;2;243;121.5
TJAM;G1;5112;2ª VARA DA COMARCA DE MANACAPURU;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;137;4;555;138.75
TJAM;G1;5113;3ª VARA DA COMARCA DE ITACOATIARA;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;118;1;118;118
TJAM;G1;5120;VARA DA COMARCA DE JAPURÁ;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;1945;3;6396;2132
TJAM;G1;5120;VARA DA COMARCA DE JAPURÁ;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;1880;3;5641;1880.333333333333
TJAM;G1;74447;CENTRAL DE PRECATÓRIAS;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;135;42;5965;142.02380952380963
TJAM;G1;74447;CENTRAL DE PRECATÓRIAS;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;156;40;6053;151.32500000000002
TJAM;G1;75553;VARA DO JUIZADO DA FAZENDA PÚBLICA ESTADUAL E MUNICIPAL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;130;12;1568;130.66666666666669
TJAM;G1;76533;Central de Inquéritos Policiais da Comarca de Manaus;Estadual;AM;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;142;23;3215;139.7826086956522
TJAM;G1;80403;Central de Inquéritos Policiais da Comarca de Ipixuna;Estadual;AM;Criminal;PEQUENO;Criminal;Acervo Pequeno;Acervo Pequeno;118;1;118;118
TJAM;JE;11738;15º JUIZADO ESPECIAL CIVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;152;10;1464;146.4
TJAM;JE;11853;16º JUIZADO ESPECIAL CIVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;121;1;121;121
TJAM;JE;13092;JUIZADO ESPECIAL CIVEL E CRIMINAL DE MANACAPURU;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1791;77;140244;1821.3506493506486
TJAM;JE;13092;JUIZADO ESPECIAL CIVEL E CRIMINAL DE MANACAPURU;Estadual;AM;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2017;79;157260;1990.6329113924044
TJAM;JE;4903;4º VARA DO JUIZADO ESPECIAL CÍVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;148;3;450;150
TJAM;JE;4905;5º VARA DO JUIZADO ESPECIAL CÍVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;141;7;963;137.57142857142856
TJAM;JE;4906;6º VARA DO JUIZADO ESPECIAL CÍVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;140;8;1093;136.625
TJAM;JE;4907;7º VARA DO JUIZADO ESPECIAL CÍVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;133;4;552;138
TJAM;JE;4908;8º VARA DO JUIZADO ESPECIAL CÍVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;152;44;6583;149.61363636363635
TJAM;JE;4910;9º VARA DO JUIZADO ESPECIAL CÍVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;138;12;1695;141.24999999999997
TJAM;JE;4912;10º VARA DO JUIZADO ESPECIAL CÍVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;115;2;233;116.5
TJAM;JE;4913;11º VARA DO JUIZADO ESPECIAL CÍVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;148;5;688;137.60000000000002
TJAM;JE;4914;12º VARA DO JUIZADO ESPECIAL CÍVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Pequeno;Acervo Pequeno;141;1;141;141
TJAM;JE;4915;13º VARA DO JUIZADO ESPECIAL CÍVEL;Estadual;AM;Cível;PEQUENO;Cível;Acervo Pequeno;Acervo Pequeno;138;1;138;138
TJAM;JE;4920;15º VARA DO JUIZADO ESPECIAL CRIMINAL;Estadual;AM;Criminal;PEQUENO;Criminal;Acervo Pequeno;Acervo Pequeno;156;1;156;156
TJAM;JE;4921;17º VARA DO JUIZADO ESPECIAL CRIMINAL;Estadual;AM;Criminal;PEQUENO;Criminal;Acervo Pequeno;Acervo Pequeno;122;1;122;122
TJAM;JE;4922;18º VARA DO JUIZADO ESPECIAL CRIMINAL;Estadual;AM;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;143;6;841;140.16666666666669
TJAM;JE;4923;19º VARA DO JUIZADO ESPECIAL CRIMINAL;Estadual;AM;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;129;2;259;129.5
TJAM;JE;5048;VARA DA COMARCA DE ANAMÃ ;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;152;1;152;152
TJAM;JE;5051;VARA DA COMARCA DE ATALAIA DO NORTE;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;137;2;274;137
TJAM;JE;5054;VARA DA COMARCA DE BARREIRINHA;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;130;1;130;130
TJAM;JE;5057;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE HUMAITÁ;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;137;2;276;138
TJAM;JE;5060;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE PARINTINS;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;115;2;241;120.5
TJAM;JE;5060;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE PARINTINS;Estadual;AM;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1860;36;71549;1987.4722222222222
TJAM;JE;5063;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE TEFÉ;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;2531;1;2531;2531
TJAM;JE;5063;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE TEFÉ;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;2192;4;8637;2159.25
TJAM;JE;5065;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE COARI;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;1860;33;63134;1913.1515151515152
TJAM;JE;5065;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE COARI;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;2035;13;26312;2023.9999999999998
TJAM;JE;5066;VARA DA COMARCA DE CARAUARI;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;134;2;268;134
TJAM;JE;5067;VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL DE ITACOATIARA;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1982;4;8132;2033
TJAM;JE;5078;2ª VARA DA COMARCA DE TABATINGA;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;2237;4;8154;2038.5
TJAM;JE;5078;2ª VARA DA COMARCA DE TABATINGA;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;2229;4;8897;2224.25
TJAM;JE;5079;1ª VARA DA COMARCA DE TABATINGA;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;2335;31;68844;2220.7741935483873
TJAM;JE;5079;1ª VARA DA COMARCA DE TABATINGA;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;2034;6;12911;2151.8333333333335
TJAM;JE;5107;2ª VARA DA COMARCA DE MANICORÉ;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;116;1;116;116
TJAM;JE;5108;1ª VARA DA COMARCA DE MANICORÉ;Estadual;AM;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;153;1;153;153
TJAM;JE;5120;VARA DA COMARCA DE JAPURÁ;Estadual;AM;Criminal;PEQUENO;Mista;Acervo Médio;Acervo Médio;1931;1;1931;1931
TJAP;G1;13396;5ª VARA CRIMINAL DE MACAPÁ;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1827;103;184832;1794.4854368932045
TJAP;G1;13605;4ª VARA CRIMINAL DE MACAPÁ;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1469;259;397362;1534.2162162162174
TJAP;G1;13697;JUIZADO DE VIOLÊNCIA DOMÉSTICA - MCP;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1513;27;34445;1275.7407407407409
TJAP;G1;13697;JUIZADO DE VIOLÊNCIA DOMÉSTICA - MCP;Estadual;AP;Cível;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1406;2;3916;1958
TJAP;G1;13703;2ª VARA DA COMARCA DE OIAPOQUE;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;118;2;237;118.5
TJAP;G1;13703;2ª VARA DA COMARCA DE OIAPOQUE;Estadual;AP;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1555;121;182607;1509.148760330579
TJAP;G1;13716;3ª VARA CÍVEL DE SANTANA;Estadual;AP;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1540;190;295086;1553.0842105263152
TJAP;G1;13718;6ª VARA CÍVEL E DE FAZENDA PÚBLICA DE MACAPÁ;Estadual;AP;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1847;620;1107873;1786.8919354838686
TJAP;G1;13719;4ª VARA DE FAMÍLIA, ORFÃOS E SUCESSÕES DE MACAPÁ;Estadual;AP;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;1565;24;38641;1610.041666666667
TJAP;G1;13720;VARA DE EXECUÇÃO DE PENAS E MEDIDAS ALTERNATIVAS;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;2078;9;19419;2157.6666666666665
TJAP;G1;16037;JUIZADO DE VIOLÊNCIA DOMÉSTICA - STN;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1826;11;19333;1757.5454545454543
TJAP;G1;16409;VARA ÚNICA DE PEDRA BRANCA DO AMAPARI;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1674;52;86815;1669.5192307692303
TJAP;G1;16409;VARA ÚNICA DE PEDRA BRANCA DO AMAPARI;Estadual;AP;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1834;96;165925;1728.3854166666667
TJAP;G1;43864;2ª VARA DO TRIBUNAL DO JÚRI DE MACAPÁ;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Pequeno;Acervo Pequeno;1354;30;42398;1413.266666666667
TJAP;G1;6147;VARA ÚNICA DE AMAPÁ;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1510;48;77277;1609.9374999999995
TJAP;G1;6147;VARA ÚNICA DE AMAPÁ;Estadual;AP;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1980;60;115578;1926.2999999999993
TJAP;G1;6151;VARA ÚNICA DE CALÇOENE;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1594;46;76517;1663.413043478261
TJAP;G1;6151;VARA ÚNICA DE CALÇOENE;Estadual;AP;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1637;74;124485;1682.229729729729
TJAP;G1;6155;VARA ÚNICA DE FERREIRA GOMES;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1465;70;101846;1454.9428571428568
TJAP;G1;6155;VARA ÚNICA DE FERREIRA GOMES;Estadual;AP;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1811;73;127533;1747.0273972602733
TJAP;G1;6157;1ª VARA DE LARANJAL DO JARI;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1507;37;58037;1568.5675675675677
TJAP;G1;6157;1ª VARA DE LARANJAL DO JARI;Estadual;AP;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1612;34;55378;1628.7647058823525
TJAP;G1;6160;2ª VARA DE LARANJAL DO JARI;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1561;36;59070;1640.8333333333328
TJAP;G1;6160;2ª VARA DE LARANJAL DO JARI;Estadual;AP;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1666;37;56205;1519.0540540540542
TJAP;G1;6162;1ª VARA CÍVEL E DE FAZENDA PÚBLICA DE MACAPÁ;Estadual;AP;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1262;1329;1811381;1362.965387509401
TJAP;G1;6164;2ª VARA CÍVEL E DE FAZENDA PÚBLICA DE MACAPÁ;Estadual;AP;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1848;785;1411433;1798.0038216560529
TJAP;G1;6165;3ª VARA CÍVEL E DE FAZENDA PÚBLICA DE MACAPÁ;Estadual;AP;Criminal;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1486;1;1486;1486
TJAP;G1;6165;3ª VARA CÍVEL E DE FAZENDA PÚBLICA DE MACAPÁ;Estadual;AP;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1854;675;1187815;1759.7259259259276
TJAP;G1;6166;4ª VARA CÍVEL E DE FAZENDA PÚBLICA DE MACAPÁ;Estadual;AP;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1823;522;916023;1754.8333333333333
TJAP;G1;6167;5ª VARA CÍVEL E DE FAZENDA PÚBLICA DE MACAPÁ;Estadual;AP;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1823;826;1478639;1790.1198547215502
TJAP;G1;6171;1ª VARA CRIMINAL DE MACAPÁ;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1355;229;328331;1433.7598253275107
TJAP;G1;6172;2ª VARA CRIMINAL DE MACAPÁ;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1609;445;739256;1661.249438202246
TJAP;G1;6177;1ª VARA DE FAMÍLIA, ÓRFÃOS E SUCESSÕES DE MACAPÁ;Estadual;AP;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;1651;25;42780;1711.1999999999998
TJAP;G1;6179;2ª VARA DE FAMÍLIA, ÓRFÃOS E SUCESSÕES DE MACAPÁ;Estadual;AP;Cível;PEQUENO;Cível;Acervo Pequeno;Acervo Pequeno;1640;12;21148;1762.3333333333328
TJAP;G1;6396;3ª VARA DE FAMÍLIA, ÓRFÃOS E SUCESSÕES DE MACAPÁ;Estadual;AP;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;1487;22;36300;1649.9999999999998
TJAP;G1;6398;1ª VARA DO TRIBUNAL DO JÚRI DE MACAPÁ;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;1807;83;150841;1817.3614457831325
TJAP;G1;6399;EXECUÇÃO PENAL;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;2111;73;152950;2095.205479452055
TJAP;G1;6404;VARA UNICA DE MAZAGAO;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1705;98;166748;1701.5102040816332
TJAP;G1;6404;VARA UNICA DE MAZAGAO;Estadual;AP;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1597;81;134383;1659.049382716049
TJAP;G1;6406;1ª VARA DA COMARCA DE OIAPOQUE;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1525;114;180050;1579.3859649122812
TJAP;G1;6406;1ª VARA DA COMARCA DE OIAPOQUE;Estadual;AP;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;118;1;118;118
TJAP;G1;6407;VARA ÚNICA DE PORTO GRANDE;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1626;147;242946;1652.6938775510207
TJAP;G1;6407;VARA ÚNICA DE PORTO GRANDE;Estadual;AP;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1685;83;144080;1735.9036144578315
TJAP;G1;6409;1ª VARA CÍVEL DE SANTANA;Estadual;AP;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1660;208;353979;1701.822115384616
TJAP;G1;6410;2ª VARA CÍVEL DE SANTANA;Estadual;AP;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1499;257;389029;1513.731517509728
TJAP;G1;6411;1ª VARA CRIMINAL DE SANTANA;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1627;262;431019;1645.1106870229012
TJAP;G1;6412;2ª VARA CRIMINAL DE SANTANA;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;1638;136;229890;1690.3676470588243
TJAP;G1;6414;JUIZADO ESPECIAL CIVEL E CRIMINAL;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2303;1;2303;2303
TJAP;G1;6416;VARA ÚNICA DE TARTARUGALZINHO;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1256;22;31374;1426.090909090909
TJAP;G1;6416;VARA ÚNICA DE TARTARUGALZINHO;Estadual;AP;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1605;52;83828;1612.076923076922
TJAP;G1;6417;VARA ÚNICA DE VITÓRIA DO JARI;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1517;30;45564;1518.7999999999997
TJAP;G1;6417;VARA ÚNICA DE VITÓRIA DO JARI;Estadual;AP;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1613;94;153088;1628.5957446808516
TJAP;G1;75533;3ª VARA CRIMINAL E DE AUDITORIA MILITAR;Estadual;AP;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1694;462;795428;1721.7056277056288
TJAP;G1;75533;3ª VARA CRIMINAL E DE AUDITORIA MILITAR;Estadual;AP;Cível;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;2105;1;2105;2105
TJAP;G1;78603;3ª VARA DE LARANJAL DO JARI;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;153;8;8951;1118.875
TJAP;G1;78603;3ª VARA DE LARANJAL DO JARI;Estadual;AP;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1782;75;134238;1789.8400000000001
TJAP;G1;78843;CENTRO JUDICIÁRIO SOLUCÃO CONFLITOS E CIDADANIA-FAMAP;Estadual;AP;Cível;PEQUENO;Cível;Acervo Pequeno;Acervo Pequeno;2528;1;2528;2528
TJAP;G2;43866;CÂMARA ÚNICA;Estadual;AP;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;126;14;1794;128.14285714285714
TJAP;G2;43924;SECÇÃO ÚNICA;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;121;32;7336;229.25
TJAP;G2;43924;SECÇÃO ÚNICA;Estadual;AP;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1809;9;14844;1649.3333333333333
TJAP;G2;43929;TRIBUNAL PLENO;Estadual;AP;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1863;7;13177;1882.4285714285716
TJAP;G2;43929;TRIBUNAL PLENO;Estadual;AP;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1636;52;81044;1558.5384615384617
